FIPS,YEAR,unemp_rate
17171,2021,5.3
17171,2020,6.6
17171,2019,4.7
17171,2018,5.4
17171,2017,5.4
17171,2016,5.8
17171,2015,5.9
17171,2014,6.9
17171,2013,8.9
17171,2012,8.8
17171,2011,8.3
17173,2021,4.1
17173,2020,6.2
17173,2019,3.6
17173,2018,4.1
17173,2017,4.2
17173,2016,5.4
17173,2015,5.8
17173,2014,6.7
17173,2013,8.7
17173,2012,8.6
17173,2011,9.2
17175,2021,5.4
17175,2020,7.0
17175,2019,5.5
17175,2018,6.2
17175,2017,6.2
17175,2016,7.4
17175,2015,6.6
17175,2014,7.5
17175,2013,9.6
17175,2012,8.2
17175,2011,8.8
17177,2021,5.6
17177,2020,7.2
17177,2019,4.3
17177,2018,4.7
17177,2017,4.7
17177,2016,5.8
17177,2015,6.6
17177,2014,7.3
17177,2013,9.4
17177,2012,9.1
17177,2011,9.9
17179,2021,4.9
17179,2020,7.8
17179,2019,4.2
17179,2018,4.8
17179,2017,5.2
17179,2016,6.2
17179,2015,6.2
17179,2014,6.7
17179,2013,8.6
17179,2012,7.5
17179,2011,8.4
17181,2021,5.4
17181,2020,7.5
17181,2019,5.3
17181,2018,6.2
17181,2017,6.1
17181,2016,7.0
17181,2015,7.6
17181,2014,8.8
17181,2013,11.2
17181,2012,11.0
17181,2011,11.7
17183,2021,6.6
17183,2020,9.1
17183,2019,5.1
17183,2018,6.3
17183,2017,6.6
17183,2016,7.3
17183,2015,7.1
17183,2014,8.5
17183,2013,10.6
17183,2012,9.3
17183,2011,10.0
17185,2021,5.1
17185,2020,10.0
17185,2019,4.4
17185,2018,5.4
17185,2017,5.6
17185,2016,6.7
17185,2015,5.6
17185,2014,5.9
17185,2013,7.4
17185,2012,8.0
17185,2011,8.9
17187,2021,5.0
17187,2020,6.4
17187,2019,4.2
17187,2018,4.4
17187,2017,4.4
17187,2016,5.4
17187,2015,5.2
17187,2014,5.8
17187,2013,7.3
17187,2012,7.1
17187,2011,7.3
17189,2021,4.0
17189,2020,6.6
17189,2019,3.3
17189,2018,3.9
17189,2017,3.9
17189,2016,4.8
17189,2015,3.8
17189,2014,4.7
17189,2013,6.2
17189,2012,6.4
17189,2011,6.6
17191,2021,4.4
17191,2020,7.4
17191,2019,4.2
17191,2018,5.1
17191,2017,5.5
17191,2016,7.6
17191,2015,6.8
17191,2014,6.6
17191,2013,7.7
17191,2012,7.7
17191,2011,8.1
17193,2021,5.3
17193,2020,8.3
17193,2019,4.0
17193,2018,4.6
17193,2017,5.2
17193,2016,6.9
17193,2015,5.7
17193,2014,5.8
17193,2013,7.7
17193,2012,7.6
17193,2011,8.0
17195,2021,5.0
17195,2020,7.9
17195,2019,4.2
17195,2018,4.6
17195,2017,4.9
17195,2016,5.8
17195,2015,6.1
17195,2014,6.9
17195,2013,8.7
17195,2012,8.8
17195,2011,9.5
17197,2021,5.7
17197,2020,9.3
17197,2019,3.9
17197,2018,4.1
17197,2017,5.1
17197,2016,6.1
17197,2015,6.3
17197,2014,7.7
17197,2013,9.9
17197,2012,9.8
17197,2011,10.7
17199,2021,5.7
17199,2020,8.6
17199,2019,4.2
17199,2018,5.2
17199,2017,5.2
17199,2016,6.2
17199,2015,6.1
17199,2014,7.1
17199,2013,9.0
17199,2012,8.7
17199,2011,9.1
17201,2021,8.4
17201,2020,11.1
17201,2019,5.5
17201,2018,5.7
17201,2017,6.4
17201,2016,6.6
17201,2015,7.0
17201,2014,8.3
17201,2013,10.5
17201,2012,10.6
17201,2011,12.0
17203,2021,4.0
17203,2020,5.9
17203,2019,3.6
17203,2018,4.1
17203,2017,4.3
17203,2016,5.3
17203,2015,5.0
17203,2014,5.5
17203,2013,7.1
17203,2012,6.0
17203,2011,6.5
18001,2021,2.6
18001,2020,6.1
18001,2019,2.9
18001,2018,2.7
18001,2017,2.8
18001,2016,3.8
18001,2015,3.8
18001,2014,4.6
18001,2013,6.0
18001,2012,6.9
18001,2011,7.6
18003,2021,3.9
18003,2020,7.7
18003,2019,3.0
18003,2018,3.1
18003,2017,3.2
18003,2016,4.1
18003,2015,4.6
18003,2014,5.7
18003,2013,7.4
18003,2012,8.3
18003,2011,9.1
18005,2021,3.5
18005,2020,7.4
18005,2019,2.7
18005,2018,2.9
18005,2017,3.0
18005,2016,3.7
18005,2015,3.6
18005,2014,4.4
18005,2013,5.9
18005,2012,6.3
18005,2011,7.4
18007,2021,3.0
18007,2020,5.5
18007,2019,3.3
18007,2018,3.3
18007,2017,3.5
18007,2016,4.3
18007,2015,4.5
18007,2014,5.4
18007,2013,6.9
18007,2012,7.3
18007,2011,7.7
18009,2021,3.8
18009,2020,7.7
18009,2019,3.7
18009,2018,3.7
18009,2017,3.9
18009,2016,5.1
18009,2015,6.0
18009,2014,7.4
18009,2013,9.7
18009,2012,11.3
18009,2011,12.0
18011,2021,2.3
18011,2020,4.4
18011,2019,2.5
18011,2018,2.7
18011,2017,2.9
18011,2016,3.4
18011,2015,3.7
18011,2014,4.4
18011,2013,5.6
18011,2012,6.0
18011,2011,6.6
18013,2021,3.6
18013,2020,7.0
18013,2019,3.1
18013,2018,3.2
18013,2017,3.5
18013,2016,4.0
18013,2015,4.8
18013,2014,6.0
18013,2013,7.3
18013,2012,7.9
18013,2011,9.0
18015,2021,3.1
18015,2020,6.0
18015,2019,3.0
18015,2018,3.2
18015,2017,3.4
18015,2016,4.1
18015,2015,4.3
18015,2014,5.2
18015,2013,6.9
18015,2012,7.2
18015,2011,8.2
18017,2021,3.9
18017,2020,6.8
18017,2019,3.4
18017,2018,3.6
18017,2017,3.7
18017,2016,4.5
18017,2015,4.6
18017,2014,5.7
18017,2013,7.5
18017,2012,8.5
18017,2011,9.2
18019,2021,3.4
18019,2020,7.3
18019,2019,3.3
18019,2018,3.4
18019,2017,3.4
18019,2016,4.1
18019,2015,4.5
18019,2014,5.4
18019,2013,6.8
18019,2012,7.7
18019,2011,8.7
18021,2021,3.7
18021,2020,6.5
18021,2019,3.5
18021,2018,3.8
18021,2017,3.7
18021,2016,4.5
18021,2015,5.3
18021,2014,6.7
18021,2013,8.8
18021,2012,9.7
18021,2011,10.2
18023,2021,3.2
18023,2020,6.1
18023,2019,2.9
18023,2018,3.0
18023,2017,3.3
18023,2016,4.1
18023,2015,4.0
18023,2014,5.1
18023,2013,7.0
18023,2012,7.9
18023,2011,8.5
18025,2021,4.4
18025,2020,8.0
18025,2019,4.5
18025,2018,4.9
18025,2017,4.8
18025,2016,6.1
18025,2015,6.0
18025,2014,7.7
18025,2013,9.8
18025,2012,10.5
18025,2011,11.6
18027,2021,2.7
18027,2020,4.2
18027,2019,2.8
18027,2018,2.9
18027,2017,3.0
18027,2016,3.7
18027,2015,3.8
18027,2014,4.5
18027,2013,5.6
18027,2012,5.9
18027,2011,6.0
18029,2021,3.2
18029,2020,7.0
18029,2019,3.5
18029,2018,3.6
18029,2017,3.8
18029,2016,4.6
18029,2015,5.1
18029,2014,6.6
18029,2013,8.3
18029,2012,8.8
18029,2011,9.5
18031,2021,3.4
18031,2020,8.4
18031,2019,3.1
18031,2018,3.3
18031,2017,3.2
18031,2016,3.9
18031,2015,4.1
18031,2014,4.9
18031,2013,6.6
18031,2012,8.0
18031,2011,9.6
18033,2021,3.0
18033,2020,7.1
18033,2019,2.8
18033,2018,2.8
18033,2017,2.9
18033,2016,3.9
18033,2015,4.1
18033,2014,5.2
18033,2013,7.0
18033,2012,8.2
18033,2011,9.5
18035,2021,4.3
18035,2020,7.4
18035,2019,3.8
18035,2018,3.9
18035,2017,4.2
18035,2016,5.0
18035,2015,5.7
18035,2014,7.0
18035,2013,8.5
18035,2012,9.2
18035,2011,9.9
18037,2021,2.7
18037,2020,4.7
18037,2019,2.5
18037,2018,2.5
18037,2017,2.6
18037,2016,3.1
18037,2015,3.4
18037,2014,4.1
18037,2013,5.2
18037,2012,5.6
18037,2011,5.9
18039,2021,3.1
18039,2020,8.4
18039,2019,3.4
18039,2018,2.8
18039,2017,2.8
18039,2016,3.8
18039,2015,3.9
18039,2014,5.1
18039,2013,7.1
18039,2012,8.8
18039,2011,10.5
18041,2021,4.0
18041,2020,8.2
18041,2019,3.9
18041,2018,3.8
18041,2017,4.1
18041,2016,4.7
18041,2015,6.5
18041,2014,7.8
18041,2013,10.2
18041,2012,11.0
18041,2011,12.3
18043,2021,3.1
18043,2020,6.9
18043,2019,3.3
18043,2018,3.4
18043,2017,3.4
18043,2016,4.2
18043,2015,4.3
18043,2014,5.1
18043,2013,6.2
18043,2012,7.0
18043,2011,7.8
18045,2021,3.1
18045,2020,6.7
18045,2019,3.5
18045,2018,3.6
18045,2017,4.0
18045,2016,5.7
18045,2015,5.9
18045,2014,7.0
18045,2013,9.6
18045,2012,8.3
18045,2011,9.4
18047,2021,3.0
18047,2020,6.1
18047,2019,3.4
18047,2018,3.6
18047,2017,3.5
18047,2016,4.3
18047,2015,5.1
18047,2014,6.5
18047,2013,8.5
18047,2012,9.4
18047,2011,9.8
18049,2021,3.7
18049,2020,6.8
18049,2019,3.2
18049,2018,3.4
18049,2017,3.5
18049,2016,4.7
18049,2015,4.8
18049,2014,6.2
18049,2013,8.1
18049,2012,8.2
18049,2011,9.1
18051,2021,3.1
18051,2020,7.1
18051,2019,2.8
18051,2018,3.0
18051,2017,3.3
18051,2016,4.0
18051,2015,3.8
18051,2014,4.5
18051,2013,5.8
18051,2012,6.7
18051,2011,7.2
18053,2021,4.3
18053,2020,6.7
18053,2019,3.9
18053,2018,4.0
18053,2017,4.0
18053,2016,5.0
18053,2015,5.4
18053,2014,6.8
18053,2013,8.9
18053,2012,9.6
18053,2011,10.2
18055,2021,3.5
18055,2020,5.9
18055,2019,3.8
18055,2018,4.0
18055,2017,4.4
18055,2016,6.0
18055,2015,6.9
18055,2014,7.9
18055,2013,10.1
18055,2012,10.3
18055,2011,10.2
18057,2021,2.4
18057,2020,4.8
18057,2019,2.6
18057,2018,2.7
18057,2017,2.8
18057,2016,3.2
18057,2015,3.4
18057,2014,4.1
18057,2013,5.0
18057,2012,5.2
18057,2011,5.7
18059,2021,2.7
18059,2020,5.7
18059,2019,2.8
18059,2018,3.0
18059,2017,3.0
18059,2016,3.7
18059,2015,4.2
18059,2014,5.2
18059,2013,6.5
18059,2012,7.2
18059,2011,8.0
18061,2021,3.1
18061,2020,6.8
18061,2019,3.3
18061,2018,3.6
18061,2017,3.6
18061,2016,4.3
18061,2015,4.6
18061,2014,5.6
18061,2013,6.9
18061,2012,7.6
18061,2011,8.8
18063,2021,2.7
18063,2020,5.1
18063,2019,2.7
18063,2018,2.9
18063,2017,2.9
18063,2016,3.4
18063,2015,3.8
18063,2014,4.6
18063,2013,5.7
18063,2012,6.2
18063,2011,6.8
18065,2021,3.7
18065,2020,7.0
18065,2019,3.4
18065,2018,3.6
18065,2017,3.8
18065,2016,4.7
18065,2015,5.3
18065,2014,6.8
18065,2013,8.7
18065,2012,9.9
18065,2011,11.3
18067,2021,6.4
18067,2020,10.6
18067,2019,3.8
18067,2018,3.9
18067,2017,3.6
18067,2016,4.4
18067,2015,5.0
18067,2014,6.3
18067,2013,8.0
18067,2012,8.9
18067,2011,10.2
18069,2021,3.1
18069,2020,6.5
18069,2019,3.1
18069,2018,3.4
18069,2017,3.4
18069,2016,3.8
18069,2015,4.4
18069,2014,5.8
18069,2013,7.6
18069,2012,8.7
18069,2011,9.6
18071,2021,3.3
18071,2020,7.3
18071,2019,2.7
18071,2018,2.9
18071,2017,3.0
18071,2016,3.6
18071,2015,4.0
18071,2014,5.0
18071,2013,6.4
18071,2012,7.3
18071,2011,8.6
18073,2021,3.7
18073,2020,7.1
18073,2019,3.6
18073,2018,3.8
18073,2017,4.2
18073,2016,5.1
18073,2015,5.8
18073,2014,6.7
18073,2013,7.6
18073,2012,8.0
18073,2011,8.9
18075,2021,2.8
18075,2020,6.4
18075,2019,2.8
18075,2018,3.1
18075,2017,3.3
18075,2016,4.2
18075,2015,5.0
18075,2014,5.8
18075,2013,7.6
18075,2012,7.8
18075,2011,8.8
18077,2021,3.5
18077,2020,7.7
18077,2019,3.4
18077,2018,3.5
18077,2017,3.8
18077,2016,4.7
18077,2015,4.8
18077,2014,6.1
18077,2013,7.8
18077,2012,8.4
18077,2011,9.6
18079,2021,3.7
18079,2020,7.3
18079,2019,3.0
18079,2018,3.4
18079,2017,3.5
18079,2016,4.4
18079,2015,5.1
18079,2014,6.7
18079,2013,9.0
18079,2012,10.1
18079,2011,11.3
18081,2021,2.9
18081,2020,5.9
18081,2019,2.8
18081,2018,2.9
18081,2017,3.0
18081,2016,3.7
18081,2015,4.1
18081,2014,5.0
18081,2013,6.1
18081,2012,6.8
18081,2011,7.6
18083,2021,3.1
18083,2020,6.1
18083,2019,3.1
18083,2018,3.1
18083,2017,3.4
18083,2016,4.3
18083,2015,4.6
18083,2014,5.2
18083,2013,6.6
18083,2012,7.0
18083,2011,7.3
18085,2021,3.0
18085,2020,6.3
18085,2019,2.8
18085,2018,2.6
18085,2017,2.7
18085,2016,3.7
18085,2015,4.1
18085,2014,4.9
18085,2013,6.5
18085,2012,7.6
18085,2011,8.8
18087,2021,2.4
18087,2020,7.2
18087,2019,3.1
18087,2018,2.7
18087,2017,2.8
18087,2016,3.7
18087,2015,3.6
18087,2014,4.5
18087,2013,5.8
18087,2012,7.0
18087,2011,8.8
18089,2021,6.3
18089,2020,10.3
18089,2019,4.8
18089,2018,4.9
18089,2017,5.0
18089,2016,6.2
18089,2015,6.8
18089,2014,7.9
18089,2013,8.9
18089,2012,9.0
18089,2011,9.4
18091,2021,5.0
18091,2020,9.2
18091,2019,4.0
18091,2018,4.1
18091,2017,4.2
18091,2016,5.5
18091,2015,6.3
18091,2014,7.6
18091,2013,9.1
18091,2012,9.6
18091,2011,10.2
18093,2021,3.7
18093,2020,6.9
18093,2019,3.5
18093,2018,3.7
18093,2017,4.2
18093,2016,5.4
18093,2015,6.5
18093,2014,8.1
18093,2013,9.9
18093,2012,10.8
18093,2011,11.4
18095,2021,4.3
18095,2020,7.9
18095,2019,3.6
18095,2018,3.7
18095,2017,3.8
18095,2016,4.8
18095,2015,5.7
18095,2014,7.1
18095,2013,9.2
18095,2012,9.8
18095,2011,10.7
18097,2021,4.8
18097,2020,8.1
18097,2019,3.3
18097,2018,3.5
18097,2017,3.6
18097,2016,4.4
18097,2015,5.0
18097,2014,6.5
18097,2013,8.4
18097,2012,9.1
18097,2011,9.7
18099,2021,3.0
18099,2020,6.8
18099,2019,3.2
18099,2018,3.3
18099,2017,3.2
18099,2016,3.9
18099,2015,4.2
18099,2014,5.5
18099,2013,7.2
18099,2012,8.1
18099,2011,9.3
18101,2021,2.9
18101,2020,4.6
18101,2019,2.7
18101,2018,2.8
18101,2017,3.1
18101,2016,4.2
18101,2015,4.2
18101,2014,5.3
18101,2013,6.2
18101,2012,7.0
18101,2011,7.4
18103,2021,4.5
18103,2020,7.9
18103,2019,3.7
18103,2018,3.8
18103,2017,3.7
18103,2016,4.4
18103,2015,5.2
18103,2014,6.6
18103,2013,8.5
18103,2012,9.6
18103,2011,10.2
18105,2021,3.0
18105,2020,5.3
18105,2019,3.0
18105,2018,3.2
18105,2017,3.3
18105,2016,4.2
18105,2015,4.9
18105,2014,5.7
18105,2013,6.7
18105,2012,7.2
18105,2011,7.4
18107,2021,2.8
18107,2020,5.2
18107,2019,2.9
18107,2018,2.9
18107,2017,2.9
18107,2016,3.7
18107,2015,4.0
18107,2014,5.4
18107,2013,7.0
18107,2012,8.0
18107,2011,8.7
18109,2021,3.3
18109,2020,5.8
18109,2019,3.2
18109,2018,3.5
18109,2017,3.6
18109,2016,4.4
18109,2015,4.7
18109,2014,5.8
18109,2013,7.4
18109,2012,8.3
18109,2011,9.1
18111,2021,4.2
18111,2020,7.3
18111,2019,4.3
18111,2018,4.5
18111,2017,4.9
18111,2016,5.6
18111,2015,5.8
18111,2014,7.0
18111,2013,8.8
18111,2012,9.4
18111,2011,9.7
18113,2021,3.5
18113,2020,8.5
18113,2019,3.1
18113,2018,2.9
18113,2017,3.1
18113,2016,4.0
18113,2015,4.3
18113,2014,5.2
18113,2013,7.2
18113,2012,8.5
18113,2011,9.9
18115,2021,3.0
18115,2020,8.3
18115,2019,3.8
18115,2018,3.8
18115,2017,4.0
18115,2016,5.3
18115,2015,5.5
18115,2014,6.9
18115,2013,8.2
18115,2012,8.7
18115,2011,9.3
18117,2021,4.2
18117,2020,10.1
18117,2019,3.1
18117,2018,3.4
18117,2017,3.5
18117,2016,4.5
18117,2015,6.0
18117,2014,7.7
18117,2013,9.7
18117,2012,10.6
18117,2011,11.6
18119,2021,3.5
18119,2020,5.9
18119,2019,3.6
18119,2018,4.0
18119,2017,4.0
18119,2016,5.1
18119,2015,6.3
18119,2014,8.1
18119,2013,9.9
18119,2012,10.7
18119,2011,11.0
18121,2021,3.4
18121,2020,5.9
18121,2019,4.0
18121,2018,4.2
18121,2017,4.2
18121,2016,5.4
18121,2015,5.6
18121,2014,7.0
18121,2013,9.1
18121,2012,10.1
18121,2011,10.2
18123,2021,3.6
18123,2020,7.1
18123,2019,3.5
18123,2018,3.9
18123,2017,4.0
18123,2016,4.8
18123,2015,4.7
18123,2014,5.8
18123,2013,7.6
18123,2012,8.3
18123,2011,9.0
18125,2021,4.1
18125,2020,6.3
18125,2019,3.5
18125,2018,3.7
18125,2017,3.5
18125,2016,4.5
18125,2015,4.3
18125,2014,5.1
18125,2013,6.7
18125,2012,7.3
18125,2011,7.7
18127,2021,4.2
18127,2020,8.3
18127,2019,3.8
18127,2018,3.9
18127,2017,4.1
18127,2016,5.2
18127,2015,5.4
18127,2014,6.2
18127,2013,7.1
18127,2012,7.5
18127,2011,8.0
18129,2021,3.0
18129,2020,5.3
18129,2019,2.9
18129,2018,3.0
18129,2017,3.1
18129,2016,4.1
18129,2015,4.0
18129,2014,4.8
18129,2013,6.2
18129,2012,6.6
18129,2011,6.7
18131,2021,3.3
18131,2020,6.3
18131,2019,3.1
18131,2018,3.1
18131,2017,3.5
18131,2016,4.4
18131,2015,4.5
18131,2014,5.4
18131,2013,6.9
18131,2012,7.3
18131,2011,7.9
18133,2021,3.4
18133,2020,6.3
18133,2019,3.2
18133,2018,3.5
18133,2017,3.4
18133,2016,4.2
18133,2015,5.1
18133,2014,6.6
18133,2013,8.5
18133,2012,9.7
18133,2011,10.6
18135,2021,3.2
18135,2020,6.5
18135,2019,3.6
18135,2018,3.8
18135,2017,4.0
18135,2016,4.4
18135,2015,4.9
18135,2014,6.4
18135,2013,8.5
18135,2012,9.4
18135,2011,10.2
18137,2021,2.8
18137,2020,6.0
18137,2019,3.0
18137,2018,3.3
18137,2017,3.2
18137,2016,4.1
18137,2015,5.4
18137,2014,6.6
18137,2013,8.4
18137,2012,8.8
18137,2011,9.2
18139,2021,3.4
18139,2020,7.1
18139,2019,3.0
18139,2018,3.2
18139,2017,3.4
18139,2016,4.2
18139,2015,4.3
18139,2014,5.6
18139,2013,7.3
18139,2012,8.4
18139,2011,9.4
18141,2021,4.6
18141,2020,8.8
18141,2019,3.6
18141,2018,3.6
18141,2017,3.6
18141,2016,4.5
18141,2015,5.0
18141,2014,6.5
18141,2013,8.6
18141,2012,9.3
18141,2011,9.9
18143,2021,4.4
18143,2020,8.6
18143,2019,3.6
18143,2018,3.9
18143,2017,3.8
18143,2016,4.9
18143,2015,5.4
18143,2014,6.8
18143,2013,8.8
18143,2012,10.1
18143,2011,11.6
18145,2021,3.4
18145,2020,7.6
18145,2019,3.0
18145,2018,3.2
18145,2017,3.4
18145,2016,4.1
18145,2015,4.4
18145,2014,5.7
18145,2013,7.2
18145,2012,8.2
18145,2011,9.3
18147,2021,3.2
18147,2020,6.1
18147,2019,3.3
18147,2018,3.4
18147,2017,3.5
18147,2016,4.3
18147,2015,4.1
18147,2014,5.1
18147,2013,6.5
18147,2012,7.1
18147,2011,7.5
18149,2021,4.9
18149,2020,8.7
18149,2019,4.6
18149,2018,4.6
18149,2017,4.7
18149,2016,5.7
18149,2015,5.9
18149,2014,7.2
18149,2013,9.3
18149,2012,10.4
18149,2011,11.2
18151,2021,3.3
18151,2020,7.5
18151,2019,3.2
18151,2018,3.1
18151,2017,3.4
18151,2016,4.3
18151,2015,3.9
18151,2014,4.8
18151,2013,6.2
18151,2012,7.2
18151,2011,8.8
18153,2021,3.7
18153,2020,6.3
18153,2019,3.8
18153,2018,4.2
18153,2017,4.0
18153,2016,5.3
18153,2015,6.2
18153,2014,7.1
18153,2013,8.9
18153,2012,9.2
18153,2011,9.1
18155,2021,4.1
18155,2020,9.2
18155,2019,3.5
18155,2018,4.1
18155,2017,4.2
18155,2016,5.2
18155,2015,4.9
18155,2014,5.9
18155,2013,7.3
18155,2012,7.6
18155,2011,8.0
18157,2021,3.5
18157,2020,6.5
18157,2019,3.0
18157,2018,3.2
18157,2017,3.2
18157,2016,4.0
18157,2015,4.2
18157,2014,5.0
18157,2013,6.5
18157,2012,6.8
18157,2011,7.3
18159,2021,3.9
18159,2020,7.5
18159,2019,3.3
18159,2018,3.3
18159,2017,3.4
18159,2016,4.2
18159,2015,4.0
18159,2014,5.2
18159,2013,6.6
18159,2012,7.7
18159,2011,8.8
18161,2021,2.4
18161,2020,5.4
18161,2019,3.0
18161,2018,2.9
18161,2017,3.0
18161,2016,3.8
18161,2015,4.5
18161,2014,5.6
18161,2013,7.1
18161,2012,7.9
18161,2011,8.6
18163,2021,4.0
18163,2020,7.4
18163,2019,3.1
18163,2018,3.2
18163,2017,3.3
18163,2016,4.1
18163,2015,4.3
18163,2014,5.4
18163,2013,7.0
18163,2012,7.5
18163,2011,7.8
18165,2021,4.1
18165,2020,7.2
18165,2019,4.9
18165,2018,5.2
18165,2017,5.1
18165,2016,6.2
18165,2015,7.1
18165,2014,8.6
18165,2013,10.6
18165,2012,11.2
18165,2011,11.5
18167,2021,4.4
18167,2020,7.6
18167,2019,4.1
18167,2018,4.2
18167,2017,4.0
18167,2016,5.1
18167,2015,6.1
18167,2014,7.6
18167,2013,9.2
18167,2012,9.8
18167,2011,10.1
18169,2021,3.2
18169,2020,6.3
18169,2019,3.1
18169,2018,3.4
18169,2017,3.5
18169,2016,4.2
18169,2015,4.8
18169,2014,5.6
18169,2013,7.5
18169,2012,8.4
18169,2011,9.4
18171,2021,2.7
18171,2020,5.3
18171,2019,2.9
18171,2018,3.1
18171,2017,3.2
18171,2016,4.6
18171,2015,5.0
18171,2014,6.1
18171,2013,8.6
18171,2012,7.3
18171,2011,8.1
18173,2021,2.9
18173,2020,5.6
18173,2019,2.9
18173,2018,2.9
18173,2017,3.1
18173,2016,4.0
18173,2015,4.1
18173,2014,4.9
18173,2013,6.2
18173,2012,6.7
18173,2011,6.9
18175,2021,3.4
18175,2020,7.1
18175,2019,3.3
18175,2018,3.5
18175,2017,3.7
18175,2016,4.5
18175,2015,5.2
18175,2014,6.6
18175,2013,8.6
18175,2012,9.3
18175,2011,10.4
18177,2021,3.8
18177,2020,6.8
18177,2019,3.5
18177,2018,3.5
18177,2017,3.7
18177,2016,4.6
18177,2015,5.3
18177,2014,6.5
18177,2013,8.5
18177,2012,9.7
18177,2011,10.9
18179,2021,2.7
18179,2020,5.7
18179,2019,2.6
18179,2018,2.7
18179,2017,2.8
18179,2016,3.4
18179,2015,3.9
18179,2014,4.8
18179,2013,6.2
18179,2012,7.1
18179,2011,8.1
18181,2021,3.4
18181,2020,6.1
18181,2019,3.2
18181,2018,3.6
18181,2017,3.9
18181,2016,4.6
18181,2015,4.1
18181,2014,5.1
18181,2013,6.7
18181,2012,7.7
18181,2011,8.5
18183,2021,3.0
18183,2020,6.1
18183,2019,3.0
18183,2018,2.8
18183,2017,2.9
18183,2016,3.8
18183,2015,4.1
18183,2014,5.1
18183,2013,6.9
18183,2012,7.8
18183,2011,9.1
19001,2021,2.9
19001,2020,4.0
19001,2019,2.4
19001,2018,2.5
19001,2017,2.9
19001,2016,3.0
19001,2015,3.2
19001,2014,4.0
19001,2013,4.2
19001,2012,4.4
19001,2011,4.9
19003,2021,3.2
19003,2020,4.4
19003,2019,2.0
19003,2018,2.3
19003,2017,2.8
19003,2016,3.1
19003,2015,2.8
19003,2014,3.4
19003,2013,3.7
19003,2012,4.0
19003,2011,4.5
19005,2021,4.0
19005,2020,4.8
19005,2019,3.3
19005,2018,3.0
19005,2017,3.8
19005,2016,4.8
19005,2015,4.8
19005,2014,5.7
19005,2013,6.3
19005,2012,6.4
19005,2011,7.2
19007,2021,4.5
19007,2020,6.0
19007,2019,4.0
19007,2018,3.9
19007,2017,4.3
19007,2016,5.4
19007,2015,4.9
19007,2014,5.7
19007,2013,6.4
19007,2012,6.5
19007,2011,7.0
19009,2021,2.9
19009,2020,3.4
19009,2019,2.4
19009,2018,2.5
19009,2017,3.0
19009,2016,3.3
19009,2015,3.9
19009,2014,4.3
19009,2013,4.9
19009,2012,4.8
19009,2011,5.8
19011,2021,3.8
19011,2020,4.7
19011,2019,2.7
19011,2018,2.6
19011,2017,3.1
19011,2016,3.4
19011,2015,3.9
19011,2014,4.6
19011,2013,5.1
19011,2012,5.3
19011,2011,5.9
19013,2021,4.1
19013,2020,5.9
19013,2019,3.0
19013,2018,2.8
19013,2017,3.6
19013,2016,4.5
19013,2015,4.5
19013,2014,4.9
19013,2013,5.1
19013,2012,5.4
19013,2011,5.9
19015,2021,3.3
19015,2020,4.1
19015,2019,2.4
19015,2018,2.2
19015,2017,2.5
19015,2016,2.9
19015,2015,3.0
19015,2014,3.4
19015,2013,4.0
19015,2012,4.3
19015,2011,5.0
19017,2021,3.1
19017,2020,4.0
19017,2019,2.3
19017,2018,2.1
19017,2017,2.9
19017,2016,3.7
19017,2015,3.5
19017,2014,3.7
19017,2013,3.8
19017,2012,3.8
19017,2011,4.4
19019,2021,3.5
19019,2020,4.6
19019,2019,2.7
19019,2018,2.7
19019,2017,3.2
19019,2016,4.2
19019,2015,4.2
19019,2014,4.7
19019,2013,4.7
19019,2012,4.8
19019,2011,5.7
19021,2021,3.1
19021,2020,3.7
19021,2019,2.2
19021,2018,2.2
19021,2017,2.7
19021,2016,3.7
19021,2015,3.6
19021,2014,4.0
19021,2013,4.0
19021,2012,4.1
19021,2011,4.6
19023,2021,3.6
19023,2020,4.8
19023,2019,3.3
19023,2018,3.0
19023,2017,3.8
19023,2016,4.6
19023,2015,4.3
19023,2014,4.2
19023,2013,4.5
19023,2012,4.5
19023,2011,5.1
19025,2021,3.3
19025,2020,3.7
19025,2019,2.2
19025,2018,2.3
19025,2017,2.8
19025,2016,3.4
19025,2015,4.3
19025,2014,4.9
19025,2013,5.2
19025,2012,5.5
19025,2011,5.8
19027,2021,2.8
19027,2020,3.8
19027,2019,1.8
19027,2018,1.9
19027,2017,2.2
19027,2016,2.5
19027,2015,2.6
19027,2014,3.2
19027,2013,3.4
19027,2012,3.7
19027,2011,4.1
19029,2021,3.5
19029,2020,4.0
19029,2019,2.9
19029,2018,2.8
19029,2017,3.7
19029,2016,3.4
19029,2015,3.6
19029,2014,4.3
19029,2013,5.0
19029,2012,5.2
19029,2011,6.0
19031,2021,3.6
19031,2020,4.5
19031,2019,2.5
19031,2018,2.6
19031,2017,3.1
19031,2016,3.5
19031,2015,3.4
19031,2014,3.9
19031,2013,4.3
19031,2012,4.5
19031,2011,5.2
19033,2021,4.0
19033,2020,5.2
19033,2019,2.7
19033,2018,2.7
19033,2017,3.1
19033,2016,3.6
19033,2015,3.9
19033,2014,4.7
19033,2013,5.4
19033,2012,5.5
19033,2011,6.2
19035,2021,3.0
19035,2020,3.5
19035,2019,2.3
19035,2018,2.1
19035,2017,2.4
19035,2016,3.4
19035,2015,5.1
19035,2014,5.1
19035,2013,4.3
19035,2012,4.3
19035,2011,4.8
19037,2021,3.0
