FIPS,YEAR,unemp_rate
38023,2014,1.5
38023,2013,1.4
38023,2012,1.5
38023,2011,1.7
38025,2021,4.1
38025,2020,6.6
38025,2019,2.2
38025,2018,2.1
38025,2017,3.1
38025,2016,4.6
38025,2015,1.9
38025,2014,1.2
38025,2013,1.4
38025,2012,1.5
38025,2011,2.0
38027,2021,3.2
38027,2020,4.4
38027,2019,3.9
38027,2018,4.5
38027,2017,4.6
38027,2016,4.2
38027,2015,4.7
38027,2014,5.5
38027,2013,5.9
38027,2012,4.9
38027,2011,4.8
38029,2021,3.6
38029,2020,4.3
38029,2019,3.4
38029,2018,4.0
38029,2017,3.7
38029,2016,3.9
38029,2015,4.9
38029,2014,5.5
38029,2013,5.3
38029,2012,5.2
38029,2011,5.8
38031,2021,2.2
38031,2020,3.0
38031,2019,2.3
38031,2018,2.2
38031,2017,2.2
38031,2016,2.6
38031,2015,2.9
38031,2014,3.0
38031,2013,3.4
38031,2012,3.0
38031,2011,3.1
38033,2021,2.1
38033,2020,2.8
38033,2019,1.5
38033,2018,1.7
38033,2017,1.9
38033,2016,2.4
38033,2015,2.3
38033,2014,2.1
38033,2013,2.2
38033,2012,2.3
38033,2011,2.4
38035,2021,2.7
38035,2020,4.4
38035,2019,1.9
38035,2018,2.0
38035,2017,2.1
38035,2016,2.3
38035,2015,2.4
38035,2014,2.8
38035,2013,3.0
38035,2012,3.2
38035,2011,3.5
38037,2021,2.5
38037,2020,2.9
38037,2019,2.2
38037,2018,2.7
38037,2017,3.1
38037,2016,3.3
38037,2015,3.1
38037,2014,2.8
38037,2013,2.9
38037,2012,3.0
38037,2011,3.4
38039,2021,2.1
38039,2020,2.6
38039,2019,2.0
38039,2018,1.8
38039,2017,2.5
38039,2016,2.5
38039,2015,2.3
38039,2014,2.4
38039,2013,2.3
38039,2012,2.5
38039,2011,2.8
38041,2021,3.0
38041,2020,4.3
38041,2019,2.0
38041,2018,2.0
38041,2017,2.2
38041,2016,3.2
38041,2015,2.5
38041,2014,2.1
38041,2013,2.7
38041,2012,2.5
38041,2011,2.7
38043,2021,4.6
38043,2020,5.1
38043,2019,3.8
38043,2018,4.4
38043,2017,3.8
38043,2016,4.1
38043,2015,3.7
38043,2014,3.9
38043,2013,4.7
38043,2012,4.9
38043,2011,5.0
38045,2021,1.9
38045,2020,2.4
38045,2019,1.8
38045,2018,1.8
38045,2017,1.8
38045,2016,2.2
38045,2015,2.5
38045,2014,2.4
38045,2013,2.3
38045,2012,2.4
38045,2011,2.9
38047,2021,2.4
38047,2020,3.0
38047,2019,2.1
38047,2018,2.1
38047,2017,2.4
38047,2016,3.2
38047,2015,2.9
38047,2014,2.9
38047,2013,3.1
38047,2012,3.0
38047,2011,3.0
38049,2021,4.3
38049,2020,5.5
38049,2019,3.5
38049,2018,4.0
38049,2017,4.7
38049,2016,5.2
38049,2015,4.2
38049,2014,4.1
38049,2013,4.1
38049,2012,4.1
38049,2011,4.4
38051,2021,2.6
38051,2020,2.7
38051,2019,2.4
38051,2018,2.0
38051,2017,2.2
38051,2016,2.6
38051,2015,3.1
38051,2014,2.9
38051,2013,3.0
38051,2012,3.1
38051,2011,3.6
38053,2021,5.6
38053,2020,9.0
38053,2019,1.8
38053,2018,1.9
38053,2017,3.0
38053,2016,4.4
38053,2015,2.5
38053,2014,1.5
38053,2013,1.5
38053,2012,1.5
38053,2011,1.7
38055,2021,3.3
38055,2020,4.5
38055,2019,3.0
38055,2018,3.2
38055,2017,3.3
38055,2016,3.5
38055,2015,3.7
38055,2014,4.0
38055,2013,4.2
38055,2012,4.2
38055,2011,4.5
38057,2021,3.8
38057,2020,5.3
38057,2019,3.6
38057,2018,3.7
38057,2017,3.8
38057,2016,4.2
38057,2015,4.1
38057,2014,3.9
38057,2013,4.6
38057,2012,5.1
38057,2011,5.2
38059,2021,2.9
38059,2020,4.3
38059,2019,2.4
38059,2018,2.7
38059,2017,2.7
38059,2016,2.8
38059,2015,3.1
38059,2014,3.3
38059,2013,3.3
38059,2012,3.4
38059,2011,3.9
38061,2021,4.4
38061,2020,7.5
38061,2019,1.9
38061,2018,2.2
38061,2017,3.0
38061,2016,4.4
38061,2015,1.9
38061,2014,1.3
38061,2013,1.5
38061,2012,1.6
38061,2011,2.1
38063,2021,2.9
38063,2020,4.0
38063,2019,2.7
38063,2018,2.9
38063,2017,2.9
38063,2016,3.1
38063,2015,3.7
38063,2014,3.7
38063,2013,4.3
38063,2012,4.0
38063,2011,4.2
38065,2021,3.0
38065,2020,4.5
38065,2019,3.1
38065,2018,3.5
38065,2017,3.8
38065,2016,4.7
38065,2015,5.8
38065,2014,6.3
38065,2013,6.1
38065,2012,6.4
38065,2011,5.9
38067,2021,4.2
38067,2020,5.6
38067,2019,3.2
38067,2018,3.7
38067,2017,4.2
38067,2016,5.0
38067,2015,5.3
38067,2014,5.6
38067,2013,6.0
38067,2012,6.2
38067,2011,6.6
38069,2021,2.8
38069,2020,3.9
38069,2019,2.7
38069,2018,2.7
38069,2017,2.9
38069,2016,3.5
38069,2015,4.2
38069,2014,4.2
38069,2013,4.2
38069,2012,4.2
38069,2011,4.6
38071,2021,2.6
38071,2020,4.1
38071,2019,2.5
38071,2018,2.5
38071,2017,2.6
38071,2016,2.7
38071,2015,3.4
38071,2014,3.5
38071,2013,3.7
38071,2012,4.0
38071,2011,3.7
38073,2021,2.3
38073,2020,4.1
38073,2019,1.7
38073,2018,1.8
38073,2017,2.0
38073,2016,2.2
38073,2015,2.5
38073,2014,2.8
38073,2013,2.9
38073,2012,2.9
38073,2011,3.4
38075,2021,2.9
38075,2020,4.9
38075,2019,2.2
38075,2018,2.2
38075,2017,2.4
38075,2016,3.5
38075,2015,3.3
38075,2014,2.6
38075,2013,2.4
38075,2012,2.1
38075,2011,2.7
38077,2021,2.4
38077,2020,3.7
38077,2019,2.1
38077,2018,2.4
38077,2017,2.4
38077,2016,2.7
38077,2015,2.7
38077,2014,3.0
38077,2013,3.3
38077,2012,3.5
38077,2011,3.7
38079,2021,8.3
38079,2020,12.5
38079,2019,7.0
38079,2018,8.2
38079,2017,9.7
38079,2016,10.0
38079,2015,10.2
38079,2014,11.4
38079,2013,12.3
38079,2012,10.1
38079,2011,10.6
38081,2021,2.8
38081,2020,5.1
38081,2019,2.0
38081,2018,2.1
38081,2017,2.5
38081,2016,2.3
38081,2015,1.8
38081,2014,2.2
38081,2013,2.5
38081,2012,2.5
38081,2011,3.0
38083,2021,5.1
38083,2020,6.5
38083,2019,4.5
38083,2018,4.9
38083,2017,5.0
38083,2016,6.2
38083,2015,5.0
38083,2014,4.9
38083,2013,3.9
38083,2012,3.5
38083,2011,3.9
38085,2021,3.0
38085,2020,3.6
38085,2019,3.3
38085,2018,3.7
38085,2017,3.4
38085,2016,4.2
38085,2015,4.3
38085,2014,4.6
38085,2013,4.6
38085,2012,5.0
38085,2011,5.2
38087,2021,2.8
38087,2020,3.4
38087,2019,2.2
38087,2018,2.1
38087,2017,2.2
38087,2016,2.6
38087,2015,2.6
38087,2014,2.0
38087,2013,2.1
38087,2012,2.1
38087,2011,2.0
38089,2021,4.4
38089,2020,7.9
38089,2019,2.1
38089,2018,2.5
38089,2017,3.0
38089,2016,4.3
38089,2015,2.7
38089,2014,1.6
38089,2013,1.7
38089,2012,1.7
38089,2011,2.1
38091,2021,2.7
38091,2020,3.2
38091,2019,2.1
38091,2018,2.0
38091,2017,1.7
38091,2016,2.2
38091,2015,2.2
38091,2014,2.2
38091,2013,2.4
38091,2012,2.6
38091,2011,2.5
38093,2021,2.6
38093,2020,3.3
38093,2019,2.1
38093,2018,2.2
38093,2017,2.3
38093,2016,2.4
38093,2015,2.5
38093,2014,2.7
38093,2013,3.1
38093,2012,3.3
38093,2011,3.6
38095,2021,3.0
38095,2020,2.9
38095,2019,2.7
38095,2018,2.5
38095,2017,2.7
38095,2016,2.3
38095,2015,2.7
38095,2014,3.5
38095,2013,3.8
38095,2012,3.2
38095,2011,2.9
38097,2021,2.9
38097,2020,3.9
38097,2019,2.7
38097,2018,2.7
38097,2017,2.7
38097,2016,3.0
38097,2015,2.8
38097,2014,2.6
38097,2013,2.9
38097,2012,3.0
38097,2011,3.5
38099,2021,3.8
38099,2020,4.3
38099,2019,2.9
38099,2018,2.8
38099,2017,3.3
38099,2016,3.7
38099,2015,4.1
38099,2014,4.6
38099,2013,4.9
38099,2012,4.7
38099,2011,4.8
38101,2021,3.3
38101,2020,5.3
38101,2019,2.1
38101,2018,2.4
38101,2017,3.0
38101,2016,3.7
38101,2015,3.2
38101,2014,2.6
38101,2013,2.7
38101,2012,2.5
38101,2011,3.1
38103,2021,3.2
38103,2020,4.0
38103,2019,2.8
38103,2018,2.7
38103,2017,3.1
38103,2016,3.7
38103,2015,4.0
38103,2014,4.4
38103,2013,4.3
38103,2012,3.8
38103,2011,4.2
38105,2021,6.3
38105,2020,10.9
38105,2019,1.9
38105,2018,2.1
38105,2017,2.9
38105,2016,4.9
38105,2015,2.3
38105,2014,1.2
38105,2013,1.2
38105,2012,1.1
38105,2011,1.4
39001,2021,6.7
39001,2020,9.4
39001,2019,6.9
39001,2018,7.1
39001,2017,7.2
39001,2016,7.7
39001,2015,8.0
39001,2014,9.2
39001,2013,12.6
39001,2012,12.6
39001,2011,14.3
39003,2021,5.9
39003,2020,8.5
39003,2019,4.0
39003,2018,4.4
39003,2017,4.9
39003,2016,5.0
39003,2015,4.9
39003,2014,5.8
39003,2013,7.8
39003,2012,7.7
39003,2011,9.5
39005,2021,4.5
39005,2020,6.4
39005,2019,4.1
39005,2018,4.5
39005,2017,4.8
39005,2016,5.1
39005,2015,5.1
39005,2014,6.0
39005,2013,8.0
39005,2012,8.0
39005,2011,9.8
39007,2021,5.6
39007,2020,9.3
39007,2019,4.6
39007,2018,5.2
39007,2017,6.2
39007,2016,6.2
39007,2015,6.0
39007,2014,7.1
39007,2013,9.2
39007,2012,9.2
39007,2011,10.5
39009,2021,5.1
39009,2020,7.1
39009,2019,4.8
39009,2018,5.2
39009,2017,5.5
39009,2016,6.0
39009,2015,6.3
39009,2014,6.9
39009,2013,9.0
39009,2012,8.5
39009,2011,9.9
39011,2021,4.0
39011,2020,7.1
39011,2019,3.1
39011,2018,3.4
39011,2017,3.8
39011,2016,3.9
39011,2015,3.7
39011,2014,4.3
39011,2013,5.9
39011,2012,6.2
39011,2011,8.0
39013,2021,6.3
39013,2020,10.1
39013,2019,5.6
39013,2018,5.4
39013,2017,6.3
39013,2016,7.6
39013,2015,6.4
39013,2014,6.7
39013,2013,8.2
39013,2012,8.3
39013,2011,9.5
39015,2021,5.4
39015,2020,8.1
39015,2019,4.9
39015,2018,5.2
39015,2017,5.5
39015,2016,5.7
39015,2015,6.3
39015,2014,7.5
39015,2013,10.1
39015,2012,10.0
39015,2011,11.8
39017,2021,4.8
39017,2020,7.4
39017,2019,3.9
39017,2018,4.2
39017,2017,4.5
39017,2016,4.7
39017,2015,4.6
39017,2014,5.6
39017,2013,7.4
39017,2012,7.7
39017,2011,9.0
39019,2021,6.1
39019,2020,9.2
39019,2019,5.2
39019,2018,5.5
39019,2017,6.0
39019,2016,7.1
39019,2015,6.0
39019,2014,6.2
39019,2013,7.8
39019,2012,8.0
39019,2011,10.1
39021,2021,4.8
39021,2020,7.5
39021,2019,3.9
39021,2018,4.0
39021,2017,4.3
39021,2016,4.7
39021,2015,4.4
39021,2014,5.1
39021,2013,6.9
39021,2012,7.4
39021,2011,9.4
39023,2021,5.6
39023,2020,8.3
39023,2019,4.4
39023,2018,4.6
39023,2017,4.9
39023,2016,5.3
39023,2015,5.1
39023,2014,5.8
39023,2013,7.5
39023,2012,7.8
39023,2011,9.5
39025,2021,4.5
39025,2020,6.9
39025,2019,3.8
39025,2018,4.1
39025,2017,4.4
39025,2016,4.5
39025,2015,4.6
39025,2014,5.5
39025,2013,7.3
39025,2012,7.5
39025,2011,9.1
39027,2021,4.9
39027,2020,7.2
39027,2019,4.0
39027,2018,4.5
39027,2017,4.7
39027,2016,5.0
39027,2015,6.3
39027,2014,7.7
39027,2013,10.4
39027,2012,10.8
39027,2011,13.4
39029,2021,5.9
39029,2020,9.3
39029,2019,4.8
39029,2018,5.1
39029,2017,5.9
39029,2016,6.7
39029,2015,5.9
39029,2014,6.5
39029,2013,8.2
39029,2012,8.3
39029,2011,10.1
39031,2021,5.6
39031,2020,8.1
39031,2019,5.3
39031,2018,5.6
39031,2017,6.2
39031,2016,6.5
39031,2015,6.5
39031,2014,7.6
39031,2013,9.7
39031,2012,10.1
39031,2011,11.4
39033,2021,5.7
39033,2020,8.9
39033,2019,4.4
39033,2018,5.0
39033,2017,5.4
39033,2016,5.7
39033,2015,5.9
39033,2014,6.7
39033,2013,9.1
39033,2012,9.1
39033,2011,11.5
39035,2021,6.3
39035,2020,10.3
39035,2019,4.1
39035,2018,4.7
39035,2017,5.6
39035,2016,5.4
39035,2015,5.2
39035,2014,6.2
39035,2013,6.9
39035,2012,6.7
39035,2011,7.4
39037,2021,4.1
39037,2020,6.8
39037,2019,3.7
39037,2018,3.9
39037,2017,4.2
39037,2016,4.2
39037,2015,4.3
39037,2014,5.4
39037,2013,7.0
39037,2012,7.2
39037,2011,9.2
39039,2021,4.5
39039,2020,7.6
39039,2019,3.9
39039,2018,4.0
39039,2017,4.4
39039,2016,4.6
39039,2015,5.0
39039,2014,5.5
39039,2013,7.4
39039,2012,7.7
39039,2011,9.6
39041,2021,3.7
39041,2020,5.4
39041,2019,3.2
39041,2018,3.4
39041,2017,3.6
39041,2016,3.7
39041,2015,3.6
39041,2014,4.1
39041,2013,5.3
39041,2012,5.2
39041,2011,6.2
39043,2021,6.6
39043,2020,10.3
39043,2019,4.9
39043,2018,5.6
39043,2017,6.1
39043,2016,5.5
39043,2015,5.6
39043,2014,6.4
39043,2013,8.1
39043,2012,8.0
39043,2011,9.5
39045,2021,4.5
39045,2020,6.6
39045,2019,3.8
39045,2018,4.0
39045,2017,4.3
39045,2016,4.4
39045,2015,4.4
39045,2014,5.2
39045,2013,6.6
39045,2012,6.7
39045,2011,8.0
39047,2021,5.5
39047,2020,8.1
39047,2019,4.3
39047,2018,4.5
39047,2017,4.6
39047,2016,4.9
39047,2015,5.0
39047,2014,6.0
39047,2013,7.6
39047,2012,8.3
39047,2011,10.4
39049,2021,5.1
39049,2020,7.5
39049,2019,3.5
39049,2018,3.8
39049,2017,4.0
39049,2016,4.1
39049,2015,4.1
39049,2014,4.9
39049,2013,6.4
39049,2012,6.4
39049,2011,7.7
39051,2021,5.1
39051,2020,8.1
39051,2019,4.3
39051,2018,4.5
39051,2017,5.1
39051,2016,4.9
39051,2015,4.9
39051,2014,5.9
39051,2013,7.9
39051,2012,7.7
39051,2011,9.6
39053,2021,5.8
39053,2020,7.8
39053,2019,5.3
39053,2018,5.9
39053,2017,6.5
39053,2016,6.8
39053,2015,6.6
39053,2014,7.7
39053,2013,9.6
39053,2012,9.7
39053,2011,11.1
39055,2021,4.1
39055,2020,6.8
39055,2019,3.5
39055,2018,4.0
39055,2017,4.7
39055,2016,4.5
39055,2015,4.2
39055,2014,5.0
39055,2013,5.6
39055,2012,5.3
39055,2011,5.9
39057,2021,4.6
39057,2020,6.6
39057,2019,3.8
39057,2018,4.1
39057,2017,4.3
39057,2016,4.4
39057,2015,4.4
39057,2014,5.3
39057,2013,6.9
39057,2012,6.9
39057,2011,8.2
39059,2021,6.2
39059,2020,9.3
39059,2019,5.9
39059,2018,5.9
39059,2017,6.4
39059,2016,7.7
39059,2015,6.3
39059,2014,6.8
39059,2013,8.6
39059,2012,9.0
39059,2011,10.8
39061,2021,4.9
39061,2020,7.7
39061,2019,3.7
39061,2018,4.0
39061,2017,4.3
39061,2016,4.4
39061,2015,4.6
39061,2014,5.5
39061,2013,7.2
39061,2012,7.4
39061,2011,8.8
39063,2021,4.6
39063,2020,7.3
39063,2019,3.4
39063,2018,3.7
39063,2017,3.9
39063,2016,4.0
39063,2015,3.7
39063,2014,4.5
39063,2013,6.2
39063,2012,6.4
39063,2011,7.7
39065,2021,5.1
39065,2020,7.7
39065,2019,4.0
39065,2018,4.1
39065,2017,4.7
39065,2016,4.8
39065,2015,4.9
39065,2014,5.7
39065,2013,7.7
39065,2012,7.5
39065,2011,9.5
39067,2021,7.0
39067,2020,10.2
39067,2019,5.8
39067,2018,5.7
39067,2017,6.5
39067,2016,8.5
39067,2015,6.4
39067,2014,6.1
39067,2013,7.9
39067,2012,8.6
39067,2011,10.6
39069,2021,5.1
39069,2020,7.7
39069,2019,4.4
39069,2018,4.7
39069,2017,4.9
39069,2016,5.1
39069,2015,5.7
39069,2014,6.5
39069,2013,8.8
39069,2012,8.8
39069,2011,10.6
39071,2021,5.3
39071,2020,7.8
39071,2019,4.7
39071,2018,4.9
39071,2017,5.3
39071,2016,5.7
39071,2015,6.4
39071,2014,7.8
39071,2013,10.4
39071,2012,10.4
39071,2011,13.4
39073,2021,5.0
39073,2020,7.5
39073,2019,4.7
39073,2018,5.1
39073,2017,5.4
39073,2016,5.7
39073,2015,5.7
39073,2014,6.5
39073,2013,8.1
39073,2012,8.3
39073,2011,9.9
39075,2021,3.0
39075,2020,4.0
39075,2019,3.1
39075,2018,3.3
39075,2017,3.6
39075,2016,3.7
39075,2015,3.5
39075,2014,4.0
39075,2013,5.2
39075,2012,5.1
39075,2011,6.3
39077,2021,5.9
39077,2020,9.2
39077,2019,5.6
39077,2018,5.7
39077,2017,6.2
39077,2016,6.4
39077,2015,6.7
39077,2014,8.0
39077,2013,10.2
39077,2012,9.9
39077,2011,11.3
39079,2021,5.6
39079,2020,7.7
39079,2019,5.5
39079,2018,5.7
39079,2017,6.3
39079,2016,7.0
39079,2015,7.6
39079,2014,8.8
39079,2013,10.4
39079,2012,10.4
39079,2011,11.8
39081,2021,6.2
39081,2020,9.4
39081,2019,5.4
39081,2018,5.8
39081,2017,6.8
39081,2016,8.0
39081,2015,7.5
39081,2014,8.2
39081,2013,10.8
39081,2012,10.9
39081,2011,11.9
39083,2021,4.4
39083,2020,6.4
39083,2019,4.1
39083,2018,4.5
39083,2017,4.7
39083,2016,4.8
39083,2015,4.7
39083,2014,5.3
39083,2013,6.8
39083,2012,7.0
39083,2011,8.7
39085,2021,5.2
39085,2020,8.6
39085,2019,3.8
39085,2018,4.4
39085,2017,5.1
39085,2016,5.0
39085,2015,4.5
39085,2014,5.5
39085,2013,6.2
39085,2012,5.9
39085,2011,6.6
39087,2021,5.2
39087,2020,8.3
39087,2019,5.0
39087,2018,5.4
39087,2017,5.8
39087,2016,6.5
39087,2015,5.9
39087,2014,6.7
39087,2013,8.7
39087,2012,8.5
39087,2011,9.5
39089,2021,4.4
39089,2020,6.8
39089,2019,3.9
39089,2018,4.1
39089,2017,4.4
39089,2016,4.6
39089,2015,4.5
39089,2014,5.3
39089,2013,6.9
39089,2012,6.8
39089,2011,8.3
39091,2021,4.4
39091,2020,8.4
39091,2019,3.7
39091,2018,3.8
39091,2017,4.2
39091,2016,4.3
39091,2015,4.3
39091,2014,5.0
39091,2013,6.8
39091,2012,7.2
39091,2011,9.7
39093,2021,5.8
39093,2020,10.1
39093,2019,4.4
39093,2018,5.1
39093,2017,6.2
39093,2016,6.2
39093,2015,5.6
39093,2014,6.4
39093,2013,7.2
39093,2012,7.0
39093,2011,7.6
39095,2021,6.4
39095,2020,10.4
39095,2019,4.7
39095,2018,5.2
39095,2017,5.9
39095,2016,5.3
39095,2015,5.4
39095,2014,6.4
39095,2013,8.6
39095,2012,8.3
39095,2011,9.8
39097,2021,4.1
39097,2020,6.2
39097,2019,3.5
39097,2018,3.9
39097,2017,3.9
39097,2016,4.1
39097,2015,4.1
39097,2014,4.8
39097,2013,6.2
39097,2012,6.4
39097,2011,7.9
39099,2021,6.3
39099,2020,9.9
39099,2019,5.5
39099,2018,5.6
39099,2017,6.6
39099,2016,6.2
39099,2015,6.2
39099,2014,6.7
39099,2013,8.5
39099,2012,8.3
39099,2011,9.8
39101,2021,4.9
39101,2020,7.7
39101,2019,4.1
39101,2018,4.4
39101,2017,5.1
39101,2016,5.1
39101,2015,5.2
39101,2014,6.0
39101,2013,7.8
39101,2012,7.9
39101,2011,9.8
39103,2021,4.4
39103,2020,7.7
39103,2019,3.5
39103,2018,4.0
39103,2017,4.7
39103,2016,4.5
39103,2015,4.2
39103,2014,5.0
39103,2013,5.7
39103,2012,5.4
39103,2011,6.2
39105,2021,6.9
39105,2020,9.8
39105,2019,6.9
39105,2018,7.2
39105,2017,8.1
39105,2016,8.7
39105,2015,8.3
39105,2014,9.0
39105,2013,11.8
39105,2012,11.6
39105,2011,13.1
39107,2021,3.4
39107,2020,5.6
39107,2019,2.8
39107,2018,2.9
39107,2017,3.2
39107,2016,3.4
39107,2015,3.3
39107,2014,3.8
39107,2013,5.1
39107,2012,5.1
39107,2011,6.7
39109,2021,4.5
39109,2020,7.0
39109,2019,3.8
39109,2018,3.9
39109,2017,4.3
39109,2016,4.4
39109,2015,4.5
39109,2014,5.4
39109,2013,7.2
39109,2012,7.3
39109,2011,9.1
39111,2021,7.0
39111,2020,10.0
39111,2019,7.7
39111,2018,7.1
39111,2017,7.6
39111,2016,10.1
39111,2015,10.1
39111,2014,11.1
39111,2013,9.9
39111,2012,8.4
39111,2011,9.8
39113,2021,5.7
39113,2020,8.5
39113,2019,4.2
39113,2018,4.4
39113,2017,4.8
39113,2016,4.9
39113,2015,5.1
39113,2014,6.2
39113,2013,8.2
39113,2012,8.2
39113,2011,9.7
39115,2021,6.9
39115,2020,9.9
39115,2019,7.0
39115,2018,6.4
39115,2017,7.3
39115,2016,9.1
39115,2015,7.4
39115,2014,7.8
39115,2013,10.0
39115,2012,9.9
39115,2011,11.3
39117,2021,4.6
39117,2020,7.1
39117,2019,4.1
39117,2018,4.5
39117,2017,4.8
39117,2016,5.0
39117,2015,5.1
39117,2014,6.0
39117,2013,8.0
39117,2012,8.2
39117,2011,10.1
39119,2021,5.3
39119,2020,7.7
39119,2019,4.9
39119,2018,5.3
39119,2017,5.6
39119,2016,6.1
39119,2015,6.3
39119,2014,7.1
39119,2013,9.1
39119,2012,9.2
39119,2011,10.8
39121,2021,7.3
39121,2020,10.1
39121,2019,7.3
39121,2018,7.0
39121,2017,7.6
39121,2016,9.4
39121,2015,7.4
39121,2014,7.6
39121,2013,9.6
39121,2012,11.0
39121,2011,13.3
39123,2021,6.5
39123,2020,9.7
39123,2019,5.9
39123,2018,6.5
39123,2017,7.0
39123,2016,6.8
39123,2015,6.7
39123,2014,7.7
39123,2013,9.6
39123,2012,9.5
39123,2011,11.0
39125,2021,4.5
39125,2020,7.4
39125,2019,3.8
39125,2018,4.0
39125,2017,4.4
39125,2016,4.6
39125,2015,4.9
39125,2014,5.5
39125,2013,7.6
39125,2012,7.7
39125,2011,9.7
39127,2021,5.8
39127,2020,8.5
39127,2019,5.2
39127,2018,5.6
39127,2017,6.0
39127,2016,6.4
39127,2015,6.6
39127,2014,7.4
39127,2013,9.5
39127,2012,9.8
39127,2011,11.5
39129,2021,4.6
39129,2020,6.8
39129,2019,4.0
39129,2018,4.2
39129,2017,4.6
39129,2016,4.8
39129,2015,4.8
39129,2014,5.7
39129,2013,7.3
39129,2012,7.5
39129,2011,9.1
39131,2021,6.4
39131,2020,9.2
39131,2019,6.1
39131,2018,6.3
39131,2017,6.8
39131,2016,7.4
39131,2015,7.4
39131,2014,9.1
39131,2013,12.1
39131,2012,13.1
39131,2011,15.1
39133,2021,4.9
39133,2020,7.4
39133,2019,4.3
39133,2018,4.6
39133,2017,5.1
39133,2016,5.2
39133,2015,4.9
39133,2014,5.9
39133,2013,7.6
39133,2012,7.3
39133,2011,8.8
39135,2021,4.3
39135,2020,7.0
39135,2019,3.9
39135,2018,4.2
39135,2017,4.6
39135,2016,4.9
39135,2015,4.9
39135,2014,5.7
39135,2013,7.5
39135,2012,7.8
39135,2011,9.5
39137,2021,3.7
39137,2020,5.8
39137,2019,3.2
39137,2018,3.5
39137,2017,3.7
39137,2016,3.9
39137,2015,3.9
39137,2014,4.6
39137,2013,6.0
39137,2012,5.8
39137,2011,7.4
39139,2021,5.7
39139,2020,8.8
39139,2019,4.5
39139,2018,4.8
39139,2017,5.3
39139,2016,5.4
39139,2015,5.7
39139,2014,6.6
39139,2013,8.5
39139,2012,8.7
39139,2011,10.5
39141,2021,5.4
39141,2020,8.6
39141,2019,4.6
39141,2018,4.9
39141,2017,5.5
39141,2016,6.0
39141,2015,5.4
39141,2014,6.4
39141,2013,8.6
39141,2012,8.4
39141,2011,9.9
39143,2021,5.7
39143,2020,8.6
39143,2019,4.6
39143,2018,4.8
39143,2017,5.0
39143,2016,5.0
39143,2015,4.9
39143,2014,5.8
39143,2013,7.5
39143,2012,7.5
39143,2011,9.1
39145,2021,6.5
39145,2020,8.9
39145,2019,6.4
39145,2018,6.9
39145,2017,7.2
39145,2016,8.0
39145,2015,7.8
39145,2014,8.8
39145,2013,11.8
39145,2012,11.3
39145,2011,12.5
39147,2021,4.9
39147,2020,8.0
39147,2019,4.1
39147,2018,4.4
39147,2017,4.7
39147,2016,4.9
39147,2015,4.9
39147,2014,5.8
39147,2013,7.7
39147,2012,8.0
39147,2011,9.6
39149,2021,4.2
39149,2020,7.5
39149,2019,3.4
39149,2018,3.6
39149,2017,4.0
39149,2016,4.0
39149,2015,4.4
39149,2014,5.1
39149,2013,6.6
39149,2012,7.3
39149,2011,9.6
39151,2021,5.5
39151,2020,8.2
39151,2019,4.6
39151,2018,4.9
39151,2017,5.3
39151,2016,5.6
39151,2015,5.3
39151,2014,5.8
39151,2013,7.5
39151,2012,7.5
39151,2011,9.3
39153,2021,5.4
39153,2020,8.1
39153,2019,4.2
39153,2018,4.5
39153,2017,4.9
39153,2016,5.0
39153,2015,5.0
39153,2014,5.9
39153,2013,7.6
39153,2012,7.5
39153,2011,9.0
39155,2021,6.4
39155,2020,10.0
39155,2019,5.9
39155,2018,6.0
39155,2017,6.9
39155,2016,6.6
39155,2015,6.5
39155,2014,7.3
39155,2013,9.3
39155,2012,9.1
39155,2011,10.6
39157,2021,4.7
39157,2020,7.4
39157,2019,4.3
39157,2018,4.5
39157,2017,4.9
39157,2016,5.7
39157,2015,5.4
39157,2014,5.6
39157,2013,7.2
39157,2012,7.4
39157,2011,9.2
39159,2021,3.4
39159,2020,5.3
39159,2019,3.0
39159,2018,3.2
39159,2017,3.5
39159,2016,3.6
39159,2015,3.9
39159,2014,4.5
39159,2013,5.8
39159,2012,5.8
39159,2011,7.1
39161,2021,4.2
39161,2020,7.1
39161,2019,3.3
39161,2018,3.5
39161,2017,3.9
39161,2016,4.1
39161,2015,4.2
39161,2014,4.9
39161,2013,6.9
39161,2012,7.6
39161,2011,9.2
39163,2021,6.1
39163,2020,8.7
39163,2019,5.3
39163,2018,5.8
39163,2017,6.5
39163,2016,6.7
39163,2015,6.6
39163,2014,8.0
39163,2013,10.6
39163,2012,10.8
39163,2011,11.8
39165,2021,4.1
39165,2020,6.2
39165,2019,3.5
39165,2018,3.8
39165,2017,4.0
39165,2016,4.1
39165,2015,4.2
39165,2014,5.0
39165,2013,6.4
39165,2012,6.5
39165,2011,7.9
39167,2021,5.6
39167,2020,8.3
39167,2019,5.2
39167,2018,5.4
39167,2017,6.0
39167,2016,6.9
39167,2015,6.1
39167,2014,6.4
39167,2013,8.5
39167,2012,8.7
39167,2011,10.0
39169,2021,4.1
39169,2020,6.4
39169,2019,3.6
39169,2018,3.9
39169,2017,4.3
39169,2016,4.4
39169,2015,4.0
39169,2014,4.7
39169,2013,6.2
39169,2012,6.1
39169,2011,7.6
39171,2021,4.7
39171,2020,8.1
39171,2019,3.5
39171,2018,3.8
39171,2017,4.6
39171,2016,4.8
39171,2015,4.5
39171,2014,5.5
